URL_IDENTIFICATION,URL_LENGTH,CHARACTER_SET,SPECIAL_CHARACTERS,SERVER,CONTENT_LENGTH,COUNTRY,STATE,REGISTRATION_DATE,UPDATED_DATE,TCP_PACKETS_EXCHANGE,PORTS_DETECTED,REMOTE_IP,BYTES_TRANSFERRED,REMOTE_APP_PACKETS,SOURCE_APP_PACKETS,REMOTE_APP_BYTES,SOURCE_APP_BYTES,IP_PACKETS,DNS_PACKETS,WEBSITE_TYPE
M0_365,49,utf-8,10,Apache,66441,America,MO,20 May 1996,24 October 2016,14,1,3,1567,20,18,1859,6818,18,4,0
M0_524,49,utf-8,12,ATS,640,America,CA,18 January 1995,26 August 2015,32,16,6,4464,39,40,5064,39561,40,8,0
M0_609,49,utf-8,9,Apache,44393,Canada,ON,09 December 2003,22 October 2016,8,0,5,516,2,8,516,124,8,0,0
M0_637,49,utf-8,10,Apache/2.2.15 (Red Hat),6881,America,NY,26 July 1990,21 July 2016,26,0,7,2270,24,30,2562,10000,30,4,0
M0_648,49,UTF-8,10,Server,NaN,America,NV,01 November 1994,30 April 2014,51,46,3,5413,61,57,5841,64860,57,6,0
M0_663,49,ISO-8859-1,10,nginx,1505,America,Ohio,08 January 2004,03 January 2017,43,11,15,5371,46,49,5845,16215,49,6,0
M0_729,49,ISO-8859-1,11,Apache,1368,NaN,NaN,NaN,NaN,0,0,0,0,2,0,0,124,0,0,0
M0_838,49,ISO-8859-1,10,Apache,NaN,Australia,Queensland,22 March 2006,22 March 2017,0,0,0,0,0,0,0,0,0,0,0
M0_896,49,UTF-8,10,nginx,NaN,America,FL,26 July 2003,22 April 2016,0,0,0,0,0,0,0,0,0,0,0
M0_923,49,ISO-8859-1,9,NaN,NaN,America,CA,29 March 1997,29 November 2016,0,0,0,0,0,0,0,0,0,0,0
M0_95,49,iso-8859-1,10,Apache,236,America,UT,16 May 1995,21 October 2016,21,7,2,2681,26,27,3159,21979,27,6,0
M0_974,49,UTF-8,9,Apache/2.2.15 (CentOS),101,Australia,NSW,19 August 2004,05 July 2016,0,0,0,0,0,0,0,0,0,0,0
A0_105,50,UTF-8,13,Apache,NaN,Czech Republic,PRAHA,07 October 2006,07 March 2017,47,0,1,3386,53,51,3696,66317,51,4,1
A0_147,50,UTF-8,11,nginx,640,NaN,NaN,NaN,NaN,20,1,4,2330,24,28,2912,3609,28,8,1
A0_88,50,ISO-8859-1,11,nginx/1.12.0,1108,UA,NaN,26 April 2004,27 April 2017,7,0,2,746,11,9,904,2189,9,2,1
M0_1026,50,ISO-8859-1,12,NaN,1819,America,CA,02 November 2002,02 February 2017,0,0,0,0,0,0,0,0,0,0,0
M0_1088,50,utf-8,9,Apache,43996,Canada,ON,09 December 2003,22 October 2016,0,0,0,0,0,0,0,0,0,0,0
M0_1370,50,ISO-8859-1,10,Apache,13076,America,IL,09 March 2006,23 February 2017,0,0,0,0,0,0,0,0,0,0,0
M0_1423,50,UTF-8,10,Apache,6953,Canada,Ontario,23 July 2011,07 December 2015,0,0,0,0,0,0,0,0,0,0,0
M0_199,50,utf-8,10,ATS,NaN,America,CA,22 November 2003,01 May 2014,64,49,12,7487,84,74,8219,75625,74,10,0
M0_2132,50,utf-8,9,Server,NaN,America,CA,09 December 2002,02 May 2014,5,3,3,498,6,5,498,372,5,0,0
M0_2180,50,ISO-8859-1,9,Microsoft-IIS/7.5,3071,America,FL,02 April 1999,06 May 2016,8,6,4,696,10,8,696,636,8,0,0
M0_371,50,iso-8859-1,10,nginx,243,America,Wisconsin,21 May 2007,27 March 2014,13,8,2,2382,20,17,2682,7775,17,4,0
M0_379,50,ISO-8859-1,10,Apache/2.4.10 (Unix) OpenSSL/1.0.1k,NaN,NaN,NaN,NaN,NaN,94,3,8,6904,103,98,7208,197501,98,4,0
M0_402,50,ISO-8859-1,11,NaN,1819,America,CA,02 November 2002,02 February 2017,33,27,5,5203,44,41,5803,13097,41,8,0
M0_410,50,utf-8,10,nginx,NaN,America,NY,04 October 1996,17 January 2017,80,3,5,8291,93,88,8889,135375,88,8,0
M0_419,50,us-ascii,11,Microsoft-HTTPAPI/2.0,324,America,CA,01 May 1996,25 March 2017,25,1,6,2829,28,29,3131,23089,29,4,0
M0_429,50,ISO-8859-1,11,Apache,2797,NaN,NaN,NaN,NaN,35,0,4,2949,43,39,3263,43296,39,4,0
M0_443,50,ISO-8859-1,12,Apache/Not telling (Unix) AuthTDS/1.1,NaN,America,NY,31 January 1995,04 December 2014,17,0,5,1570,21,21,1842,6049,21,4,0
M0_492,50,UTF-8,11,mw2255.codfw.wmnet,NaN,America,CA,13 January 2001,12 December 2015,34,25,9,3787,42,42,4365,33677,42,8,0
M0_521,50,ISO-8859-1,9,NaN,1189,NaN,NaN,22 February 2007,22 February 2016,22,4,12,1960,23,28,2420,2807,28,6,0
M0_537,50,UTF-8,9,nginx,24971,America,CA,06 December 1994,03 November 2015,7,0,2,995,12,11,1287,1507,11,4,0
M0_564,50,ISO-8859-1,10,NaN,413,NaN,NaN,NaN,NaN,10,0,4,926,13,14,1266,1788,14,4,0
M0_610,50,utf-8,9,Microsoft-IIS/7.5,5316,America,FL,02 January 2003,01 January 2017,57,4,6,6820,61,59,6966,79053,59,2,0
M0_682,50,UTF-8,11,Apache,435494,NaN,NaN,NaN,NaN,226,6,6,15162,284,228,15314,383760,228,2,0
M0_708,50,iso-8859-1,14,NaN,NaN,America,CA,09 January 1998,04 January 2017,20,2,5,1849,22,26,2279,26589,26,6,0
M0_789,50,us-ascii,9,Microsoft-IIS/7.5,324,America,California,26 September 2003,17 June 2016,0,0,0,0,0,0,0,0,0,0,0
M0_797,50,ISO-8859-1,11,Microsoft-IIS/7.5,1208,America,WA,13 September 2000,29 August 2016,0,0,0,0,0,0,0,0,0,0,0
M0_843,50,ISO-8859-1,9,nginx/1.10.3,1149,America,UTAH,06 October 1999,13 December 2008,0,0,0,0,0,0,0,0,0,0,0
M0_861,50,UTF-8,10,nginx,NaN,America,CA,11 June 2003,18 October 2014,0,0,0,0,0,0,0,0,0,0,0
M0_898,50,UTF-8,10,Apache/2.2.15 (CentOS),1970,America,IL,30 December 1996,30 October 2016,0,0,0,0,0,0,0,0,0,0,0
M0_907,50,us-ascii,10,Microsoft-HTTPAPI/2.0,324,America,FL,14 September 1995,12 May 2016,0,0,0,0,0,0,0,0,0,0,0
M0_975,50,us-ascii,9,Microsoft-HTTPAPI/2.0,324,America,NJ,27 February 1998,17 December 2012,0,0,0,0,0,0,0,0,0,0,0
A0_100,51,UTF-8,14,Apache,NaN,Czech Republic,PRAHA,07 October 2006,07 March 2017,46,0,1,3321,49,48,3473,66184,48,2,1
A0_119,51,ISO-8859-1,14,cloudflare-nginx,NaN,America,WA,11 January 1999,04 April 2017,14,4,6,888,6,14,888,376,14,0,1
M0_1027,51,ISO-8859-1,10,DOSarrest,NaN,KY,GRAND CAYMAN,04 January 2007,07 December 2016,0,0,0,0,0,0,0,0,0,0,0
M0_1160,51,us-ascii,10,Microsoft-IIS/7.5,324,NaN,NaN,26 September 2003,17 June 2016,0,0,0,0,0,0,0,0,0,0,0
M0_1186,51,UTF-8,10,Apache/2.2.32,NaN,America,PA,04 November 2004,21 September 2016,0,0,0,0,0,0,0,0,0,0,0
M0_1346,51,UTF-8,8,Apache/2.4.6 (CentOS),25866,America,CA,25 January 1995,05 December 2013,0,0,0,0,0,0,0,0,0,0,0
M0_1362,51,ISO-8859-1,10,nginx,6130,America,Utr,21 January 2007,23 December 2016,0,0,0,0,0,0,0,0,0,0,0
M0_1391,51,ISO-8859-1,9,NaN,NaN,America,CA,29 March 1997,29 November 2016,0,0,0,0,0,0,0,0,0,0,0
M0_150,51,iso-8859-1,10,Apache/2.2.11 (Unix) PHP/5.2.6,231,China,beijingshi,07 March 2000,27 March 2017,7,1,2,769,10,9,909,1298,9,2,0
M0_2046,51,utf-8,9,Scratch Web Server,10333,NaN,NaN,NaN,NaN,7,3,2,582,5,7,582,306,7,0,0
M0_2147,51,utf-8,10,Apache,9890,NaN,NaN,NaN,NaN,9,6,7,762,10,9,762,640,9,0,0
M0_2186,51,ISO-8859-1,9,NaN,6748,America,California,28 November 1999,09 September 2013,17,8,6,1278,10,17,1278,634,17,0,0
M0_2212,51,ISO-8859-1,12,NaN,1819,America,CA,02 November 2002,02 February 2017,28,13,12,1872,19,28,1872,1323,28,0,0
M0_2227,51,ISO-8859-1,8,nginx,162,America,Washington,13 January 2005,14 January 2016,4,2,3,396,3,4,396,184,4,0,0
M0_2279,51,us-ascii,10,Microsoft-HTTPAPI/2.0,324,NaN,NaN,NaN,NaN,5,3,2,498,4,5,498,244,5,0,0
M0_267,51,us-ascii,11,Microsoft-HTTPAPI/2.0,324,NaN,NaN,22 February 2001,08 April 2017,22,6,8,1651,17,24,1787,1388,24,2,0
M0_347,51,utf-8,10,cloudflare-nginx,NaN,America,CO,28 September 1996,26 September 2016,39,3,8,3637,37,45,4127,44294,45,6,0
M0_377,51,utf-8,11,nginx/1.4.6 (Ubuntu),58090,America,CA,20 November 2007,13 May 2016,2,0,1,132,2,2,132,124,2,0,0
M0_435,51,UTF-8,10,nginx,NaN,America,CA,12 December 2003,18 October 2016,35,22,11,4677,33,41,5093,14310,41,6,0
M0_479,51,UTF-8,11,NaN,NaN,America,WA,01 June 2001,17 May 2016,28,16,12,3227,31,32,3507,12120,32,4,0
M0_780,51,utf-8,9,NaN,15302,America,Arizona,04 May 2001,09 November 2016,0,0,0,0,0,0,0,0,0,0,0
M0_787,51,iso-8859-1,11,Apache,239,America,UT,16 May 1995,21 October 2016,0,0,0,0,0,0,0,0,0,0,0
M0_814,51,ISO-8859-1,9,NaN,NaN,America,CA,29 March 1997,29 November 2016,0,0,0,0,0,0,0,0,0,0,0
M0_837,51,ISO-8859-1,8,Apache,57,America,VA,09 September 2002,29 August 2014,0,0,0,0,0,0,0,0,0,0,0
M0_938,51,ISO-8859-1,11,Apache,557,America,Arizona,15 February 2000,10 January 2017,0,0,0,0,0,0,0,0,0,0,0
A0_104,52,UTF-8,14,Apache,NaN,Czech Republic,PRAHA,07 October 2006,07 March 2017,41,0,1,2992,44,43,3144,65646,43,2,1
A0_161,52,UTF-8,12,marrakesh 1.12.2,13650,Brazil,NaN,NaN,NaN,16,1,5,1609,20,22,2119,2655,22,6,1
A0_58,52,NaN,14,Apache/2.4.6 (CentOS),NaN,China,Bei Jing,01 March 2005,07 September 2016,14,1,8,1151,15,18,1445,1211,18,4,1
M0_1007,52,ISO-8859-1,9,NaN,NaN,America,CA,29 March 1997,29 November 2016,0,0,0,0,0,0,0,0,0,0,0
M0_1022,52,ISO-8859-1,12,nginx/1.10.3,NaN,America,VA,21 February 1992,22 August 2016,0,0,0,0,0,0,0,0,0,0,0
M0_1076,52,utf-8,10,nginx/0.8.35,17302,America,CA,15 October 2005,13 September 2016,0,0,0,0,0,0,0,0,0,0,0
M0_1080,52,UTF-8,10,Apache/2.2.15 (Red Hat),5315,America,CA,01 June 1996,02 April 2017,0,0,0,0,0,0,0,0,0,0,0
M0_1115,52,ISO-8859-1,10,nginx,1516,America,Ohio,08 January 2004,03 January 2017,0,0,0,0,0,0,0,0,0,0,0
M0_1166,52,UTF-8,11,mw2182.codfw.wmnet,NaN,America,CA,13 January 2001,12 December 2015,0,0,0,0,0,0,0,0,0,0,0
M0_1191,52,UTF-8,12,LiteSpeed,NaN,Panama,PANAMA,05 March 2005,14 December 2015,0,0,0,0,0,0,0,0,0,0,0
M0_1293,52,UTF-8,10,Apache,NaN,America,CA,14 April 1998,14 April 2017,0,0,0,0,0,0,0,0,0,0,0
M0_1304,52,ISO-8859-1,10,squid/3.3.8,3529,America,CA,02 June 1994,06 January 2017,0,0,0,0,0,0,0,0,0,0,0
M0_1307,52,UTF-8,12,NaN,NaN,America,CA,09 January 1998,04 January 2017,0,0,0,0,0,0,0,0,0,0,0
M0_181,52,UTF-8,11,Apache,8105,China,ZH,19 February 1997,15 December 2015,13,0,3,1428,11,17,1712,1504,17,4,0
M0_2014,52,ISO-8859-1,10,Apache/2.2.27 (CentOS),1235,America,NY,31 May 1995,18 November 2013,4,3,2,432,6,4,432,376,4,0,0
M0_2032,52,ISO-8859-1,9,Microsoft-IIS/7.5,11,America,WA,13 September 2000,29 August 2016,6,3,3,564,7,6,564,442,6,0,0
M0_2109,52,UTF-8,10,Apache-Coyote/1.1,NaN,America,NJ,02 March 1995,30 June 2016,5,3,3,486,7,5,486,436,5,0,0
M0_211,52,UTF-8,9,nginx/1.8.1,9662,NaN,NaN,18 January 2008,05 January 2017,22,8,7,1628,25,26,1944,14894,26,4,0
M0_2198,52,utf-8,9,Apache,44313,Canada,ON,09 December 2003,22 October 2016,4,4,1,420,5,4,420,414,4,0,0
M0_2232,52,us-ascii,10,NaN,257,America,WA,22 March 1999,15 July 2016,4,3,2,420,7,4,420,424,4,0,0
M0_2316,52,UTF-8,11,cloudflare-nginx,NaN,NaN,NaN,NaN,NaN,3,3,1,366,4,3,366,244,3,0,0
M0_261,52,UTF-8,11,Apache/2.4.7 (Ubuntu),NaN,NaN,NaN,27 May 1998,25 April 2017,60,4,5,4466,63,62,4602,95122,62,2,0
M0_319,52,UTF-8,9,cloudflare-nginx,NaN,Canada,ON,17 September 1998,10 November 2016,10,2,6,1197,17,14,1503,1374,14,4,0
M0_325,52,utf-8,10,Apache,17167,NaN,NaN,07 May 1998,16 September 2016,10,1,4,1257,15,14,1555,1919,14,4,0
M0_401,52,UTF-8,10,Server,NaN,America,NV,01 November 1994,30 April 2014,51,35,10,5314,62,57,5742,51761,57,6,0
M0_420,52,utf-8,8,nginx/1.10.0,NaN,NaN,NaN,05 November 2003,06 November 2016,25,4,7,1682,30,29,1986,25579,29,4,0
M0_634,52,UTF-8,11,nginx/1.12.0,NaN,NaN,NaN,NaN,NaN,21,0,8,2221,26,25,2513,3809,25,4,0
M0_670,52,NaN,11,Microsoft-IIS/8.5,0,America,NJ,23 October 1994,01 November 2016,19,0,4,1538,8,23,1852,1121,23,4,0
M0_696,52,ISO-8859-1,11,Nginx (OpenBSD),14863,HK,-,24 May 2010,25 July 2016,16,2,3,1364,23,18,1502,16978,18,2,0
M0_741,52,us-ascii,10,NaN,257,America,WA,22 March 1999,15 July 2016,29,25,1,4765,34,37,5381,17280,37,8,0
M0_880,52,ISO-8859-1,10,Apache,5443,Canada,Quebec,14 October 2007,01 September 2016,0,0,0,0,0,0,0,0,0,0,0
M0_89,52,utf-8,9,Zope/(2.13.16; python 2.6.8; linux2) ZServer/1.1,28239,NaN,NaN,NaN,NaN,51,1,10,4049,58,55,4361,61312,55,4,0
M0_908,52,utf-8,8,nginx,NaN,Australia,QLD,25 November 2016,15 March 2017,0,0,0,0,0,0,0,0,0,0,0
M0_909,52,UTF-8,10,nginx,NaN,Canada,Manitoba,30 September 2002,24 September 2016,0,0,0,0,0,0,0,0,0,0,0
M0_954,52,utf-8,11,ATS,NaN,America,CA,18 January 1995,26 August 2015,0,0,0,0,0,0,0,0,0,0,0
M0_956,52,UTF-8,11,GSE,9801,America,CA,31 July 2000,29 June 2016,0,0,0,0,0,0,0,0,0,0,0
A0_80,53,ISO-8859-1,12,nginx/1.12.0,242,America,ALABAMA,09 February 2007,09 February 2017,8,0,1,1156,10,10,1316,2638,10,2,1
M0_1012,53,ISO-8859-1,11,NaN,NaN,America,CA,29 March 1997,29 November 2016,0,0,0,0,0,0,0,0,0,0,0
M0_1091,53,UTF-8,10,nginx,NaN,America,CO,10 February 1999,06 February 2017,0,0,0,0,0,0,0,0,0,0,0
M0_1247,53,utf-8,8,NaN,11158,America,PA,07 August 1995,27 March 2014,0,0,0,0,0,0,0,0,0,0,0
M0_1264,53,UTF-8,10,nginx/1.11.10,NaN,Canada,Quebec,21 May 1997,26 July 2016,0,0,0,0,0,0,0,0,0,0,0
M0_1325,53,UTF-8,12,NaN,NaN,America,CA,09 January 1998,04 January 2017,0,0,0,0,0,0,0,0,0,0,0
M0_1336,53,utf-8,11,nginx/1.10.1,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0
M0_2048,53,ISO-8859-1,10,Apache/2.2.26 (Unix) mod_ssl/2.2.26 OpenSSL/0.9.8e-fips-rhel5 mod_bwlimited/1.4 PHP/5.4.26,22897,NaN,NaN,10 January 2006,11 November 2014,9,5,7,762,10,9,762,640,9,0,0
M0_2119,53,UTF-8,11,Apache/2.2.31 (Amazon),8466,America,NH,31 August 2004,01 June 2016,26,8,11,1668,13,26,1668,894,26,0,0
M0_2131,53,UTF-8,10,nginx/1.11.10,NaN,Canada,Quebec,21 May 1997,26 July 2016,7,6,2,798,8,7,798,492,7,0,0
M0_2268,53,UTF-8,9,Apache/2.2.21 (Unix) mod_ssl/2.2.21 OpenSSL/0.9.8e-fips-rhel5 PHP/5.3.10,2023,America,GA,05 December 2005,22 April 2015,12,3,3,960,16,12,960,1024,12,0,0
M0_294,53,iso-8859-1,7,ATS/5.3.0,NaN,Canada,ON,27 May 2002,28 April 2017,12,6,7,1017,17,18,1503,1563,18,6,0
M0_472,53,iso-8859-1,12,Apache,211,NaN,NaN,05 May 2001,28 January 2015,15,2,5,1944,21,21,2416,2698,21,6,0
M0_556,53,ISO-8859-1,12,Apache,359174,Canada,ON,01 December 1996,30 November 2016,15,4,3,2232,22,19,2532,3283,19,4,0
M0_827,53,us-ascii,9,Microsoft-HTTPAPI/2.0,324,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0
M0_862,53,us-ascii,10,Microsoft-HTTPAPI/2.0,324,United Kingdom,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0
M0_91,53,ISO-8859-1,11,cloudflare-nginx,NaN,NaN,NaN,01 March 2008,17 April 2015,16,3,8,1277,19,20,1559,2663,20,4,0
M0_951,53,UTF-8,12,NaN,NaN,America,WA,01 June 2001,17 May 2016,0,0,0,0,0,0,0,0,0,0,0
M0_977,53,UTF-8,9,nginx,20309,America,CA,06 December 1994,03 November 2015,0,0,0,0,0,0,0,0,0,0,0
A0_41,54,iso-8859-1,11,Apache,228,America,Arizona,16 February 2005,24 February 2016,5,0,2,582,9,9,882,1097,9,4,1
A0_87,54,ISO-8859-1,11,Apache/2,17140,America,CA,17 December 2005,18 November 2015,29,1,7,4558,37,31,4724,26259,31,2,1
M0_1002,54,ISO-8859-1,11,Microsoft-IIS/7.5,7849,America,PA,07 August 1995,27 March 2014,0,0,0,0,0,0,0,0,0,0,0
M0_1059,54,UTF-8,12,cloudflare-nginx,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0
M0_1129,54,iso-8859-1,9,Apache/2.2.31 (Unix) mod_ssl/2.2.31 OpenSSL/1.0.1e-fips mod_bwlimited/1.4 mod_fcgid/2.3.9,341,America,MI,15 November 1998,23 December 2011,0,0,0,0,0,0,0,0,0,0,0
M0_1149,54,ISO-8859-1,12,Apache/2.2.27 (Unix) OpenAM Web Agent/4.0.1-1 mod_ssl/2.2.27 OpenSSL/1.0.1p PHP/5.3.28,2503,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0
M0_1188,54,us-ascii,9,Microsoft-HTTPAPI/2.0,324,America,FL,02 October 2002,14 March 2017,0,0,0,0,0,0,0,0,0,0,0
M0_1200,54,ISO-8859-1,12,Apache/2.2.15 (Red Hat),NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0
M0_1301,54,ISO-8859-1,8,Microsoft-IIS/7.5,11,America,WA,13 September 2000,29 August 2016,0,0,0,0,0,0,0,0,0,0,0
M0_1315,54,utf-8,11,ATS,NaN,America,CA,18 January 1995,26 August 2015,0,0,0,0,0,0,0,0,0,0,0
M0_174,54,ISO-8859-1,9,Apache/2.2.32,3020,Canada,ON,06 March 1998,30 March 2017,34,7,6,2881,33,38,3219,39646,38,4,0
M0_2007,54,UTF-8,12,nginx/1.10.3,NaN,America,VA,21 February 1992,22 August 2016,5,5,2,474,8,5,474,535,5,0,0
M0_2045,54,UTF-8,12,mw2104.codfw.wmnet,NaN,America,CA,13 January 2001,12 December 2015,11,7,2,1166,7,11,1166,426,11,0,0
M0_2133,54,UTF-8,10,Apache-Coyote/1.1,NaN,China,Zhejiang,15 April 1999,20 June 2012,3,3,1,366,3,3,366,182,3,0,0
M0_2207,54,ISO-8859-1,12,Apache/2.2.15 (Red Hat),NaN,NaN,NaN,NaN,NaN,12,9,6,900,10,12,900,696,12,0,0
M0_230,54,ISO-8859-1,10,cloudflare-nginx,18952,America,CA,29 September 2005,05 May 2016,1194,12,8,99843,1284,1198,100151,2060012,1198,4,0
M0_247,54,ISO-8859-1,9,NaN,NaN,America,CA,29 March 1997,29 November 2016,58,39,7,5998,48,64,6438,43787,64,6,0
M0_320,54,utf-8,10,Server,NaN,America,CA,09 December 2002,02 May 2014,37,0,5,7178,41,43,7644,20954,43,6,0
M0_370,54,ISO-8859-1,10,Apache,5438,America,TX,17 July 2000,03 March 2017,40,9,9,4562,44,44,4884,49870,44,4,0
M0_387,54,ISO-8859-1,12,Apache/2.2.15 (Red Hat),NaN,NaN,NaN,NaN,NaN,29,0,2,2903,37,37,3525,30772,37,8,0
M0_4,54,UTF-8,9,Apache,193,America,WA,27 June 2015,18 April 2016,4,1,3,280,7,6,422,542,6,2,0
M0_478,54,us-ascii,9,Microsoft-HTTPAPI/2.0,324,NaN,NaN,19 February 2005,20 February 2017,34,2,5,5325,44,40,5785,86136,40,6,0
M0_48,54,UTF-8,11,Apache,26,America,FL,07 November 1996,25 August 2015,20,11,6,3025,25,26,3479,9200,26,6,0
M0_594,54,UTF-8,10,nginx/1.4.6 (Ubuntu),NaN,America,CA,14 December 1995,06 December 2016,12,7,1,2036,17,16,2320,7035,16,4,0
M0_665,54,UTF-8,10,mw2230.codfw.wmnet,20518,America,CA,13 January 2001,12 December 2015,43,38,5,5591,56,51,6231,46553,51,8,0
M0_750,54,utf-8,12,NaN,1682,America,FL,06 November 1998,05 September 2014,12,1,5,1404,17,16,1700,1587,16,4,0
M0_799,54,UTF-8,11,Apache/2.4.25 (cPanel) OpenSSL/1.0.1e-fips mod_bwlimited/1.4,9208,Australia,NSW,29 September 2000,18 November 2014,0,0,0,0,0,0,0,0,0,0,0
M0_858,54,us-ascii,12,Microsoft-HTTPAPI/2.0,324,NaN,NaN,18 October 2000,16 January 2017,0,0,0,0,0,0,0,0,0,0,0
M0_968,54,iso-8859-1,11,cloudflare-nginx,NaN,America,MA,21 August 1998,03 October 2016,0,0,0,0,0,0,0,0,0,0,0
A0_102,55,UTF-8,12,Apache,NaN,Czech Republic,PRAHA,07 October 2006,07 March 2017,52,0,1,3721,57,54,3873,66445,54,2,1
A0_84,55,ISO-8859-1,12,Apache/2.2.31 (CentOS),NaN,Panama,PANAMA,19 July 2004,06 July 2016,26,12,3,3229,32,34,3837,16895,34,8,1
M0_1039,55,ISO-8859-1,10,Apache,14953,America,NY,30 December 2002,09 April 2014,0,0,0,0,0,0,0,0,0,0,0
M0_1047,55,UTF-8,9,Apache,2080,America,CA,11 September 1997,09 December 2015,0,0,0,0,0,0,0,0,0,0,0
M0_1126,55,utf-8,12,Apache/2.4.7 (Ubuntu),NaN,America,Illinois,15 September 2003,16 September 2016,0,0,0,0,0,0,0,0,0,0,0
M0_1146,55,UTF-8,10,nginx,12275,America,MA,15 September 1997,15 November 2016,0,0,0,0,0,0,0,0,0,0,0
M0_1168,55,ISO-8859-1,11,.V01 Apache,NaN,America,CA,21 May 1998,16 May 2016,0,0,0,0,0,0,0,0,0,0,0
M0_1187,55,UTF-8,10,Apache,NaN,America,FL,04 January 1997,30 November 2016,0,0,0,0,0,0,0,0,0,0,0
M0_1339,55,utf-8,12,ATS,NaN,America,CA,18 January 1995,26 August 2015,0,0,0,0,0,0,0,0,0,0,0
M0_1354,55,UTF-8,9,cloudflare-nginx,NaN,SI,Not Applicable,25 July 2003,06 December 2015,0,0,0,0,0,0,0,0,0,0,0
M0_1368,55,UTF-8,10,mw2164.codfw.wmnet,NaN,America,CA,13 January 2001,12 December 2015,0,0,0,0,0,0,0,0,0,0,0
M0_1421,55,utf-8,12,Apache,66702,America,MO,20 May 1996,24 October 2016,0,0,0,0,0,0,0,0,0,0,0
M0_177,55,utf-8,8,nginx/1.10.0,NaN,NaN,NaN,05 November 2003,06 November 2016,24,3,9,1715,31,26,1867,22292,26,2,0
M0_201,55,UTF-8,11,mw2110.codfw.wmnet,NaN,America,CA,13 January 2001,12 December 2015,42,36,2,6128,50,50,6736,41385,50,8,0
M0_2023,55,UTF-8,12,cloudflare-nginx,NaN,BS,New Providence,25 October 2005,20 October 2016,21,3,13,1458,4,21,1458,244,21,0,0
M0_2071,55,UTF-8,9,nginx/1.10.1,NaN,America,FL,29 December 1999,14 April 2017,8,3,3,696,5,8,696,306,8,0,0
M0_21,55,UTF-8,10,Apache/2.4.6 (Unix) mod_jk/1.2.37 PHP/5.5.1 OpenSSL/1.0.1g mod_fcgid/2.3.9,13898,America,DE,01 September 1995,01 March 2017,31,3,5,3590,40,35,3886,35749,35,4,0
M0_2141,55,utf-8,10,Apache,44324,Canada,ON,09 December 2003,22 October 2016,4,3,2,432,4,4,432,244,4,0,0
M0_2190,55,UTF-8,12,mw2176.codfw.wmnet,NaN,America,CA,13 January 2001,12 December 2015,13,4,7,1074,5,13,1074,306,13,0,0
M0_2300,55,UTF-8,10,mw2187.codfw.wmnet,NaN,America,CA,16 March 2003,29 March 2016,11,5,7,882,10,11,882,628,11,0,0
M0_346,55,UTF-8,12,Server,NaN,America,NV,01 November 1994,30 April 2014,36,27,7,4405,47,42,4833,46271,42,6,0
M0_415,55,utf-8,10,ATS,NaN,America,CA,22 November 2003,01 May 2014,46,38,3,5666,67,54,6250,69645,54,8,0
M0_502,55,UTF-8,10,mw2239.codfw.wmnet,NaN,America,CA,13 January 2001,12 December 2015,27,18,4,3101,30,31,3405,13795,31,4,0
M0_664,55,ISO-8859-1,9,NaN,NaN,America,CA,29 March 1997,29 November 2016,56,52,4,7621,74,66,8357,58567,66,10,0
M0_706,55,ISO-8859-1,9,NaN,NaN,America,CA,29 March 1997,29 November 2016,42,30,9,4861,44,48,5301,43523,48,6,0
M0_716,55,ISO-8859-1,9,NaN,NaN,America,CA,29 March 1997,29 November 2016,33,29,1,5665,36,43,6401,19433,43,10,0
M0_738,55,UTF-8,11,Server,NaN,America,NV,01 November 1994,30 April 2014,48,39,11,5137,61,55,5597,67877,55,6,0
M0_815,55,UTF-8,10,Microsoft-IIS/8.5,20474,America,WI,02 December 1998,01 December 2016,0,0,0,0,0,0,0,0,0,0,0
M0_879,55,ISO-8859-1,12,NaN,1819,America,CA,02 November 2002,02 February 2017,0,0,0,0,0,0,0,0,0,0,0
M0_936,55,UTF-8,10,mw2106.codfw.wmnet,40179,America,CA,16 March 2003,29 March 2016,0,0,0,0,0,0,0,0,0,0,0
M0_959,55,us-ascii,11,Microsoft-HTTPAPI/2.0,324,Australia,NaN,22 July 2008,22 July 2016,0,0,0,0,0,0,0,0,0,0,0
A0_93,56,iso-8859-1,11,nginx/1.10.1,NaN,PK,Punjab,27 September 2013,29 September 2016,7,0,2,752,9,9,916,1197,9,2,1
M0_1,56,iso-8859-1,8,Apache,257,America,CA,05 November 1999,11 August 2016,0,0,0,0,2,0,0,124,0,0,0
M0_1110,56,ISO-8859-1,12,NaN,25471,NaN,NaN,b,17 March 2017,0,0,0,0,0,0,0,0,0,0,0
M0_1124,56,utf-8,11,Apache/2.2.15 (CentOS),7215,America,CA,13 August 2002,14 March 2017,0,0,0,0,0,0,0,0,0,0,0
M0_1144,56,NaN,11,Microsoft-IIS/7.0,0,America,New York,01 September 1998,15 October 2016,0,0,0,0,0,0,0,0,0,0,0
